"Customer Name","Item Name","Stock Code","# Sold","Category","Supplier","Stock Level","Price","Cost","Profit","Margin","Markup","Discounts","Tax","Total","# Refunded","Total","Balance"
"N/A","ZEN MENTHOL KING TUBES","1616515011","1","TOBACCO TUBES","HENERY'S","9.00","$3.39","$2.64","$0.75","22.12%","28.41%","$0.00","$0.24","$3.63","0.00","$0.00","$3.63"
"N/A","GOLDEN HARVEST KING TUBES","5657000020","71","TOBACCO TUBES","CORE MARK","28.00","$176.79","$130.37","$44.78","25.33%","35.61%","$1.64","$12.13","$187.28","0.00","$0.00","$187.28"
"N/A","GOLDEN HARVEST MNTL 100 TUBES","5657000025","4","TOBACCO TUBES","HENERY'S","11.00","$13.16","$9.88","$3.28","24.92%","33.20%","$0.00","$0.92","$14.08","0.00","$0.00","$14.08"
"N/A","DIPPER INCENSE","9999969631","534","SMOKE ODOR","GOLDEN VALLY","1816.00","$261.66","$96.12","$159.42","60.93%","172.22%","$6.12","$17.92","$273.46","0.00","$0.00","$273.46"
"N/A","EL BATON TORO","7662208920","5","PREMIUM CIGARS","PHILIPS & KING","20.00","$47.20","$36.05","$10.94","23.19%","30.94%","$0.21","$3.29","$50.28","0.00","$0.00","$50.28"
"N/A","TREE IBC2","8163545002","1","SMOKE ODOR","GLOBAL DIST","1.00","$29.99","$12.00","$17.99","59.99%","149.92%","$0.00","$2.10","$32.09","0.00","$0.00","$32.09"
"N/A","BLACK BULL","5410020559","4","MISC","GLOBAL DIST","10.00","$23.96","$5.32","$18.64","77.80%","350.38%","$0.00","$1.68","$25.64","0.00","$0.00","$25.64"
"N/A","ROMEO Y JULIETA 1875 ROTHCHILDE EN TUBO","7645235088","1","PREMIUM CIGARS","PHILIPS & KING","9.00","$12.95","$10.04","$2.91","22.48%","28.99%","$0.00","$0.91","$13.86","0.00","$0.00","$13.86"
"N/A","R Y J BULLY CIGAR","7645235118","3","PREMIUM CIGARS","PHILIPS & KING","22.00","$34.47","$23.37","$11.10","32.20%","47.50%","$0.00","$2.41","$36.88","0.00","$0.00","$36.88"
"N/A","ROMEO Y JULIETA HABANA RESERVE","7645234993","3","PREMIUM CIGARS","PHILIPS & KING","24.00","$31.83","$24.60","$6.83","21.47%","29.40%","$0.40","$2.20","$33.63","0.00","$0.00","$33.63"
"N/A","GP SEC MIRA HONEY","4475099800","11","MISC","GLOBAL DIST","68.00","$65.89","$16.50","$49.39","74.96%","299.33%","$0.00","$4.62","$70.51","0.00","$0.00","$70.51"
"N/A","HELMI'S JANTANAK HONEY","9999991706","7","MISC","GLOBAL DIST","65.00","$41.93","$7.28","$34.65","82.64%","475.96%","$0.00","$2.94","$44.87","0.00","$0.00","$44.87"
"N/A","MOJO MAX 500K HONEY","9999946715","5","MISC","GOLDEN VALLY","15.00","$29.95","$8.40","$21.55","71.95%","256.55%","$0.00","$2.10","$32.05","0.00","$0.00","$32.05"
"N/A","ARTURO FUENTE CHATEAU FUENTE CIGAR","4318210060","1","PREMIUM CIGARS","PHILIPS & KING","19.00","$9.69","$5.91","$3.78","39.01%","63.96%","$0.00","$0.68","$10.37","0.00","$0.00","$10.37"
"N/A","ARTURO FUENTE BREVAS ROYALS NT","4318210036","1","PREMIUM CIGARS","PHILIPS & KING","49.00","$4.49","$2.96","$1.53","34.08%","51.69%","$0.00","$0.31","$4.80","0.00","$0.00","$4.80"
"N/A","ARTURO FUENTE CAZADORES NT","4318210042","6","PREMIUM CIGARS","PHILIPS & KING","23.00","$35.70","$27.24","$7.39","20.69%","31.04%","$1.07","$2.42","$37.05","0.00","$0.00","$37.05"
"N/A","A. FUENTE ESPECIALES CONQUISTADORES","4318210090","2","PREMIUM CIGARS","PHILIPS & KING","28.00","$15.18","$10.68","$4.50","29.65%","42.14%","$0.00","$1.06","$16.24","0.00","$0.00","$16.24"
"N/A","RHINO MAX 500K PILL","0861536179","8","MISC","GOLDEN VALLY","14.00","$55.92","$16.48","$36.90","65.99%","239.32%","$2.54","$3.74","$57.12","0.00","$0.00","$57.12"
"N/A","OLIVA SERIE G TORO TUBOS","1453901165","15","PREMIUM CIGARS","PHILIPS & KING","5.00","$119.00","$88.85","$27.29","22.93%","33.94%","$2.86","$8.11","$124.25","0.00","$0.00","$124.25"
"N/A","TATIANA CLASSIC RUM","8813510002","18","PREMIUM CIGARS","PHILIPS & KING","17.00","$85.83","$60.12","$23.47","27.34%","42.76%","$2.24","$5.85","$89.44","0.00","$0.00","$89.44"
"N/A","TATIANA COGNAC / CHOCOLATE","8813510005","9","PREMIUM CIGARS","PHILIPS & KING","16.00","$42.41","$37.53","$1.80","4.23%","13.02%","$3.09","$2.75","$42.08","0.00","$0.00","$42.08"
"N/A","ROCKY PATEL JAVA ROBUSTO MADURO CIGAR","4626100116","1","PREMIUM CIGARS","PHILIPS & KING","23.00","$10.79","$7.54","$3.25","30.12%","43.10%","$0.00","$0.76","$11.55","0.00","$0.00","$11.55"
"N/A","R.P SUN GROWN","4626100127","1","PREMIUM CIGARS","PHILIPS & KING","-1.00","$8.54","$6.15","$2.39","27.99%","38.88%","$0.00","$0.60","$9.14","0.00","$0.00","$9.14"
"N/A","ACID BLONDIE BELICOSO CIGAR","7674200194","9","PREMIUM CIGARS","PHILIPS & KING","13.00","$87.91","$63.54","$23.97","27.27%","38.36%","$0.40","$6.13","$93.64","0.00","$0.00","$93.64"
"N/A","ACID BLONDIE CIG","7674200113","10","PREMIUM CIGARS","PHILIPS & KING","29.00","$61.65","$44.90","$16.49","26.75%","37.32%","$0.26","$4.29","$65.68","0.00","$0.00","$65.68"
"N/A","ACID BLONDIE MADURO","7674200307","21","PREMIUM CIGARS","PHILIPS & KING","19.00","$127.85","$94.29","$32.72","25.59%","35.60%","$0.84","$8.88","$135.89","0.00","$0.00","$135.89"
"N/A","KRISTOFF MADU ROBUSTO","5318215732","15","PREMIUM CIGARS","PHILIPS & KING","4.00","$137.86","$103.65","$31.58","22.91%","33.01%","$2.63","$9.47","$144.70","0.00","$0.00","$144.70"
"N/A","KRISTOFF NAT MATADOR","5318215717","7","PREMIUM CIGARS","PHILIPS & KING","11.00","$74.97","$54.74","$20.23","26.99%","36.96%","$0.00","$5.23","$80.20","0.00","$0.00","$80.20"
"N/A","ISLA DEL SOL GORDITO 16CT","1857801707","15","PREMIUM CIGARS","PHILIPS & KING","15.00","$85.93","$64.75","$21.18","24.65%","32.71%","$0.00","$6.02","$91.95","0.00","$0.00","$91.95"
"N/A","PERDOMO CHAMPAGNE TORPEDO","1622901064","7","PREMIUM CIGARS","PHILIPS & KING","18.00","$75.83","$56.00","$18.90","24.93%","35.42%","$0.93","$5.23","$80.13","0.00","$0.00","$80.13"
"N/A","LGC WAVELL","8967402882","1","PREMIUM CIGARS","PHILIPS & KING","24.00","$9.44","$7.28","$2.16","22.89%","29.68%","$0.00","$0.66","$10.10","0.00","$0.00","$10.10"
"N/A","BRICK HOUSE TORO CIGAR","7662202520","1","PREMIUM CIGARS","PHILIPS & KING","24.00","$8.09","$6.23","$1.86","23.00%","29.87%","$0.00","$0.57","$8.66","0.00","$0.00","$8.66"
"N/A","JCN #59 FACTORY THROW OUTS","7662222000","1","PREMIUM CIGARS","PHILIPS & KING","4.00","$42.99","$30.00","$12.99","30.22%","43.30%","$0.00","$3.01","$46.00","0.00","$0.00","$46.00"
"N/A","SMOK NOVO 5 POD","3676082414","85","MOD","MIDWEST","27.00","$385.01","$165.60","$212.19","55.11%","132.49%","$7.22","$26.47","$404.26","0.00","$0.00","$404.26"
"N/A","SMOK NOVO 3 .8 POD","4069564526","5","MOD","GLOBAL DIST","24.00","$22.77","$10.00","$12.77","56.08%","127.70%","$0.00","$1.60","$24.37","0.00","$0.00","$24.37"
"N/A","TWIST 1100 MAH","4346288606","7","MOD","GLOBAL DIST","7.00","$104.93","$35.00","$67.93","64.74%","199.80%","$2.00","$7.21","$110.14","0.00","$0.00","$110.14"
"N/A","KAYAK LC STRAIGHT","3330000077","17","CHEW KAYAK","CORE MARK","4.00","$50.53","$39.83","$9.79","19.37%","26.86%","$0.91","$3.48","$53.10","0.00","$0.00","$53.10"
"N/A","CAMEL SNUS FROST REG","1230000070","467","CHEW CAMEL SNUS","GRANITE CITY","88.00","$2660.38","$2496.21","$164.17","6.17%","6.58%","$0.00","$186.23","$2874.46","5.00","$29.80","$2844.66"
"N/A","KODIAK WG LC","4210000294","1809","CHEW KODIAK","CORE MARK","167.00","$11862.76","$10568.01","$1291.11","10.88%","12.25%","$3.64","$830.23","$12689.35","0.00","$0.00","$12689.35"
"N/A","LOON ARTIC STRAW 14 MG","9999916345","5","CHEW LOON NYXX","GLOBAL DIST","-15.00","$19.95","$18.75","$1.20","6.02%","6.40%","$0.00","$1.40","$21.35","0.00","$0.00","$21.35"
"N/A","LOON","9999971666","5","CHEW LOON NYXX","GLOBAL DIST","0.00","$19.95","$18.75","$1.20","6.02%","6.40%","$0.00","$1.40","$21.35","0.00","$0.00","$21.35"
"N/A","GOOD STUFF MN 6OZ","9413500119","99","TOBACCO GOOD STUFF","CORE MARK","6.00","$704.33","$593.34","$110.99","15.76%","18.71%","$0.00","$49.29","$753.62","0.00","$0.00","$753.62"
"N/A","LARGO REGULAR 6 OZ","7717063386","4","LARGO PIPE TOBACCO","HENERY'S","3.00","$24.80","$18.24","$6.56","26.45%","35.96%","$0.00","$1.74","$26.54","0.00","$0.00","$26.54"
"N/A","HIGH CARD GOLD KING TUBES","7717010296","2","TOBACCO TUBES","HENERY'S","9.00","$6.58","$5.12","$1.08","16.41%","28.52%","$0.38","$0.43","$6.63","0.00","$0.00","$6.63"
"N/A","GLASS BUBBLE SMALL","2184400136","659","GLASS HAND PIPE","MIDWEST","302.00","$1311.41","$342.68","$956.69","72.95%","282.69%","$12.04","$91.40","$1390.77","0.00","$0.00","$1390.77"
"N/A","GLASS BUBBLE LONG","9999975013","173","GLASS HAND PIPE","MIDWEST","303.00","$430.77","$100.34","$319.43","74.15%","329.31%","$11.00","$29.01","$448.78","0.00","$0.00","$448.78"
"N/A","COUGAR LC WG","4210002496","550","CHEW COUGAR","CORE MARK","51.00","$1794.85","$1637.21","$157.27","8.76%","9.63%","$0.37","$125.61","$1920.09","0.00","$0.00","$1920.09"
"N/A","VOOPOO PNP-TW30 0.3","4129153676","41","MOD","MIDWEST","54.00","$181.41","$90.20","$87.26","48.10%","101.12%","$3.95","$12.42","$189.88","0.00","$0.00","$189.88"
"N/A","NEON PREMIUM BUTANE 750ML","5555300844","18","CIGAR ACC","MIDWEST","0.00","$161.82","$77.83","$83.99","51.90%","107.91%","$0.00","$11.34","$173.16","0.00","$0.00","$173.16"
"N/A","SNOW FLAKES","9999955223","12","PREMIUM CIGARS","PHILIPS & KING","-12.00","$95.88","$51.60","$42.76","44.60%","85.81%","$1.52","$6.61","$100.97","0.00","$0.00","$100.97"
"N/A","B&M WT ORIGINAL 25PK","7013710525","228","CIGAR  B&M SINGLE","HENERY'S","21.00","$288.77","$248.28","$40.49","14.02%","16.31%","$0.00","$20.22","$308.99","0.00","$0.00","$308.99"
"N/A","B&M JAZZ PT 25PK","7013711121","275","CIGAR  B&M SINGLE","HENERY'S","0.00","$319.00","$301.50","$17.50","5.49%","5.80%","$0.00","$22.33","$341.33","0.00","$0.00","$341.33"
"N/A","B&M ORIGINAL PT SINGLE","7013710018","225","CIGAR  B&M SINGLE","CORE MARK","50.00","$270.00","$245.00","$25.00","9.26%","10.20%","$0.00","$18.90","$288.90","0.00","$0.00","$288.90"
"N/A","WAVE VUE 10K BLUE RAZZ ICE","1014247284","10","WAVE  ","MIDWEST","0.00","$92.00","$80.00","$12.00","13.04%","15.00%","$0.00","$6.44","$98.44","0.00","$0.00","$98.44"
"N/A","VECTOR TORCH MAXTECH","4380922461","3","LIGHTER","GLOBAL DIST","3.00","$119.85","$67.95","$51.90","43.30%","76.38%","$0.00","$8.40","$128.25","0.00","$0.00","$128.25"
"N/A","VECTOR TORCH ULTRA","4380921799","3","LIGHTER","GLOBAL DIST","2.00","$74.85","$42.00","$32.15","42.95%","78.21%","$0.70","$5.20","$79.35","0.00","$0.00","$79.35"
"N/A","MIT 45 SUPER K EXTRA STRONG KRATOM SHOT","0874470587","7","KRATOM DRINK"," KRATOM ROOTS","17.00","$202.93","$101.50","$101.02","49.78%","99.93%","$0.41","$14.18","$216.70","0.00","$0.00","$216.70"
"N/A","NEXA 20K CHICAGO BLUBERRY MINT","9713654016","11","NEXA","GLOBAL DIST","8.00","$160.89","$88.00","$63.69","39.59%","82.83%","$9.20","$10.63","$162.32","0.00","$0.00","$162.32"
"N/A","Wild Berry Backflow Cones","6953800109","7","SMOKE ODOR","MY SMOKE","30.00","$97.93","$42.00","$55.93","57.11%","133.17%","$0.00","$6.86","$104.79","0.00","$0.00","$104.79"
"N/A","RAW PRESSED BUD WRAP KING SIZE","1616529799","4","CIGARILLO","GLOBAL DIST","7.00","$14.76","$7.60","$7.16","48.51%","94.21%","$0.00","$1.04","$15.80","0.00","$0.00","$15.80"
"N/A","NEXA 20K KIWI PINEAPPLE","9713654009","15","NEXA","GLOBAL DIST","2.00","$190.90","$120.00","$66.40","34.78%","59.08%","$4.50","$13.05","$199.45","0.00","$0.00","$199.45"
"N/A","NEXA 20K PINK LEMONADE","9713654019","11","NEXA","GLOBAL DIST","10.00","$154.89","$77.00","$75.39","48.67%","101.16%","$2.50","$10.67","$163.06","0.00","$0.00","$163.06"
"N/A","RAW DOUBLE BARREL WOODEN CIG HOLDER","1616515683","2","RAW","GLOBAL DIST","3.00","$59.98","$17.00","$42.98","71.66%","252.82%","$0.00","$4.20","$64.18","0.00","$0.00","$64.18"
"N/A","ONE HITTER DICRO 3 INCH HP103","3217000009","7","GLASS ACC","GLOBAL DIST","32.00","$69.93","$7.98","$59.33","84.84%","776.32%","$2.62","$4.72","$72.03","0.00","$0.00","$72.03"
"N/A","VECTOR BUTANE 320ML ","4380950022","2","LIGHTER","GLOBAL DIST","9.00","$21.98","$10.84","$9.10","41.40%","102.77%","$2.04","$1.40","$21.34","0.00","$0.00","$21.34"
"N/A","ALCAPONE LEAF WRAP RUM","1751909524","15","WRAP","GLOBAL DIST","21.00","$44.85","$25.80","$14.85","33.11%","73.84%","$4.20","$2.86","$43.51","0.00","$0.00","$43.51"
"N/A","LOVE ROSE SINGLE GLASS PIPE","8816855617","4","GLASS HAND PIPE","GLOBAL DIST","-2.00","$11.96","$1.00","$10.96","91.64%","1096.00%","$0.00","$0.84","$12.80","0.00","$0.00","$12.80"
"N/A","CAMEL SNUS FROST LARGE","1230000040","316","CHEW CAMEL SNUS","HENERY'S","64.00","$1849.39","$1724.08","$123.31","6.67%","7.27%","$2.00","$129.35","$2005.34","5.00","$30.60","$1974.74"
"N/A","GWP H 33318445","9999992566","4","GLASS HAND PIPE","GLOBAL DIST","9.00","$59.96","$12.00","$46.76","77.99%","399.67%","$1.20","$4.12","$62.88","0.00","$0.00","$62.88"
"N/A","CHILLUM 311543","9999950929","7","GLASS HAND PIPE","GLOBAL DIST","3.00","$62.44","$14.00","$47.80","76.55%","345.98%","$0.64","$4.31","$66.11","0.00","$0.00","$66.11"
"N/A","GWP WP118","8004214189","3","GLASS HAND PIPE","GLOBAL DIST","5.00","$44.97","$16.80","$28.17","62.64%","167.68%","$0.00","$3.15","$48.12","0.00","$0.00","$48.12"
"N/A","CHILLUM RKP293","RKP293","2","GLASS HAND PIPE","GLOBAL DIST","7.00","$21.98","$7.00","$14.98","68.15%","214.00%","$0.00","$1.54","$23.52","0.00","$0.00","$23.52"
"N/A","SILICON 66664013","9999915567","1","GLASS HAND PIPE","GLOBAL DIST","3.00","$19.99","$8.00","$11.99","59.98%","149.87%","$0.00","$1.40","$21.39","0.00","$0.00","$21.39"
"N/A","SL NECTOR COLLECTOR CR-18","9999952561","3","GLASS HAND PIPE","GLOBAL DIST","3.00","$119.97","$48.00","$71.97","59.99%","149.94%","$0.00","$8.40","$128.37","0.00","$0.00","$128.37"
"N/A","SL BONG WP-118","9999995178","1","GLASS BONG","GLOBAL DIST","-1.00","$29.99","$11.00","$18.99","63.32%","172.64%","$0.00","$2.10","$32.09","0.00","$0.00","$32.09"
"N/A","GWP BONG 319702 RC-24","9999969456","2","GLASS BONG","GLOBAL DIST","4.00","$259.98","$100.00","$158.32","60.90%","159.98%","$1.66","$18.08","$276.40","0.00","$0.00","$276.40"
"N/A","LOOKAH WPC 792","7319959975","1","GLASS BONG","GLOBAL DIST","2.00","$129.99","$43.00","$61.12","47.02%","202.30%","$25.87","$7.29","$111.41","0.00","$0.00","$111.41"
"N/A","GWP BONG 319627 RG-33","9999924127","1","GLASS BONG","GLOBAL DIST","0.00","$44.99","$15.00","$29.99","66.66%","199.93%","$0.00","$3.15","$48.14","0.00","$0.00","$48.14"
"N/A","MIT 45 RAW LEAF 250 CAP RED","8609197476","1","MIT 45 ","GLOBAL DIST","2.00","$35.99","$18.00","$10.79","29.98%","99.94%","$7.20","$2.02","$30.81","0.00","$0.00","$30.81"
"N/A","HEMP BOMBS CBD GUMMIES 120MG/GUMMY","4007856648","8","CBD GUMMIES","GLOBAL DIST","8.00","$71.92","$28.64","$43.28","60.18%","151.12%","$0.00","$5.04","$76.96","0.00","$0.00","$76.96"
"N/A","BOLT CBD 150MG 6PK","9999913271","1","CBD GUMMIES","GLOBAL DIST","4.00","$7.99","$3.50","$4.49","56.20%","128.29%","$0.00","$0.56","$8.55","0.00","$0.00","$8.55"
"N/A","MOVEMENT LV 18K","4188181580","92","MOVEMENT","GLOBAL DIST","92.00","$1087.90","$736.00","$341.52","31.39%","47.81%","$10.37","$75.47","$1152.99","0.00","$0.00","$1152.99"
"N/A","LOON JUICE ZERO NIC 100ML OMG","4927537363","13","LOON JUICE ZERO NIC","MIDWEST","10.00","$177.27","$84.50","$92.77","52.33%","109.79%","$0.00","$12.40","$189.67","0.00","$0.00","$189.67"
"N/A","I LOVE SALTS 25MG 30ML","1005412795","35","I LUV SALTS 25MG/ML","MIDWEST","186.00","$393.27","$210.00","$176.15","44.79%","87.27%","$7.12","$27.06","$413.21","0.00","$0.00","$413.21"
"N/A","RAW TRIPLE PRE-ROLL CASE","1616529307","2","RAW","GLOBAL DIST","10.00","$15.98","$6.00","$9.98","62.45%","166.33%","$0.00","$1.12","$17.10","0.00","$0.00","$17.10"
"N/A","CAO ARCANA V1 MORTAL COIL","8967412512","2","PREMIUM CIGARS","PHILIPS & KING","16.00","$27.53","$19.92","$7.61","27.65%","38.21%","$0.00","$1.92","$29.45","0.00","$0.00","$29.45"
"N/A","SMOKE ODOR CANDLE 13 OZ","3436603808","58","SMOKE ODOR","GLOBAL DIST","107.00","$753.42","$347.42","$387.20","51.39%","116.86%","$18.80","$51.46","$786.08","0.00","$0.00","$786.08"
"N/A","LUCKY ELEPHANT PIPE","3805482437","5","GLASS HAND PIPE","GLOBAL DIST","2.00","$149.95","$41.65","$107.84","71.92%","260.02%","$0.46","$10.47","$159.96","0.00","$0.00","$159.96"
"N/A","VIRGINIA SLIMS MENTHOL SILVER","2820000744","1","CIGS VIRGINIA SLIMS","HENERY'S","9.00","$9.39","$8.62","$0.77","8.20%","8.93%","$0.00","$0.66","$10.05","0.00","$0.00","$10.05"
"N/A","CRAFTSMAN'S BENCH WHITE TRIDENT ASHTRAY","7662205096","1","CIGAR ACC","GLOBAL DIST","0.00","$49.99","$22.00","$27.99","55.99%","127.23%","$0.00","$3.50","$53.49","0.00","$0.00","$53.49"
"N/A","LUCKY STRIKE RED BOX","4330010917","164","CIGS LUCKY STRK","HENERY'S","46.00","$948.69","$894.62","$46.83","4.94%","6.04%","$7.24","$65.91","$1007.36","0.00","$0.00","$1007.36"
"N/A","HUMIDIRS HS15","8163570015","1","CIGAR ACC","GLOBAL DIST","0.00","$54.99","$19.00","$35.99","65.45%","189.42%","$0.00","$3.85","$58.84","0.00","$0.00","$58.84"
"N/A","LUCKY STRIKE RED 100 BOX","4330010926","48","CIGS LUCKY STRK","HENERY'S","18.00","$252.80","$238.56","$11.69","4.62%","5.97%","$2.55","$17.56","$267.81","0.00","$0.00","$267.81"
"N/A","SENECA SILVER BOX","8146700357","170","CIGS SENECA","HENERY'S","70.00","$635.60","$520.30","$111.97","17.62%","22.16%","$3.33","$44.26","$676.53","0.00","$0.00","$676.53"
"N/A","EAGLE20'S BLUE BOX","1100000282","2","CIGS EAGLE20'S","HENERY'S","18.00","$11.80","$10.94","$0.86","7.29%","7.86%","$0.00","$0.82","$12.62","0.00","$0.00","$12.62"
"N/A","EAGLE20'S BLUE 100 BOX","1100000287","9","CIGS EAGLE20'S","HENERY'S","21.00","$50.86","$47.47","$3.39","6.67%","7.14%","$0.00","$3.56","$54.42","0.00","$0.00","$54.42"
"N/A","MISTY BLUE 120S CIG","2040000034","5","CIGS MISTY","HENERY'S","5.00","$50.30","$47.00","$3.30","6.56%","7.02%","$0.00","$3.52","$53.82","0.00","$0.00","$53.82"
"N/A","GRINDER HG-160","9999990188","6","GLASS ACC","GLOBAL DIST","0.00","$89.94","$24.00","$63.94","71.09%","274.75%","$2.00","$6.16","$94.10","0.00","$0.00","$94.10"
"N/A","GRINDER HG-157","9999971260","5","GLASS ACC","GLOBAL DIST","0.00","$99.95","$35.00","$64.95","64.98%","185.57%","$0.00","$7.00","$106.95","0.00","$0.00","$106.95"
"N/A","4" WP PERC FIXED BANGER","9999921557","3","GLASS BONG","GLOBAL DIST","21.00","$35.97","$13.68","$22.29","61.97%","162.94%","$0.00","$2.52","$38.49","0.00","$0.00","$38.49"
"N/A","4" WP FIXED BANGER WP8067BN","9999913325","3","GLASS BONG","GLOBAL DIST","17.00","$41.97","$17.10","$24.87","59.26%","145.44%","$0.00","$2.94","$44.91","0.00","$0.00","$44.91"
"N/A","STOKER'S LC STRT TUB","9995323120","3","CHEW STOKER'S TUB","HENERY'S","4.00","$79.50","$66.36","$13.14","16.53%","19.80%","$0.00","$5.57","$85.07","0.00","$0.00","$85.07"
"N/A","GRINDER KP 321881","9999928356","2","GLASS ACC","GLOBAL DIST","7.00","$35.98","$10.00","$25.98","72.21%","259.80%","$0.00","$2.52","$38.50","0.00","$0.00","$38.50"
"N/A","GRINDER CHEAP","9999924584","5","GLASS ACC","GLOBAL DIST","7.00","$34.95","$10.00","$24.95","71.39%","249.50%","$0.00","$2.45","$37.40","0.00","$0.00","$37.40"
"N/A","COPENHAGEN LC STRAIGHT","7310000882","1208","CHEW COPE W&M","GRANITE CITY","99.00","$6638.72","$6070.86","$567.02","8.54%","9.35%","$0.84","$464.75","$7102.63","0.00","$0.00","$7102.63"
"N/A","COPENHAGEN POUCH","7310000314","410","CHEW COPEN ORG","GRANITE CITY","25.00","$2461.40","$2250.80","$210.60","8.56%","9.36%","$0.00","$172.31","$2633.71","0.00","$0.00","$2633.71"
"N/A","COPENHAGEN EXTRA LC NATURAL","7310000884","195","CHEW COPE W&M","GRANITE CITY","5.00","$1067.50","$953.70","$113.80","10.66%","11.93%","$0.00","$74.76","$1142.26","0.00","$0.00","$1142.26"
"N/A","GRINDER GS-139B","9999923889","2","GLASS ACC","GLOBAL DIST","0.00","$49.98","$15.00","$34.98","69.99%","233.20%","$0.00","$3.50","$53.48","0.00","$0.00","$53.48"
"N/A","SKOAL CITRUS BLAND PCH","7310002215","2","CHEW SKOAL BLAND","HENERY'S","5.00","$13.78","$11.64","$2.14","15.53%","18.38%","$0.00","$0.96","$14.74","0.00","$0.00","$14.74"
"N/A","SKOAL XTRA LC MINT","7310000272","26","CHEW SKOAL EXTRA","HENERY'S","5.00","$163.14","$149.27","$13.87","8.50%","9.29%","$0.00","$11.41","$174.55","0.00","$0.00","$174.55"
"N/A","SKOAL WINTERGREEN FINE CUT","7310000137","40","CHEW SKOAL","HENERY'S","15.00","$261.60","$224.25","$37.35","14.28%","16.66%","$0.00","$18.30","$279.90","0.00","$0.00","$279.90"
"N/A","SKOAL MINT POUCH","7310000457","225","CHEW SKOAL","CORE MARK","10.00","$1372.50","$1238.75","$132.90","9.68%","10.80%","$0.85","$96.00","$1467.65","0.00","$0.00","$1467.65"
"N/A","SKOAL SNUS SMOOTH MINT","7310000892","100","CHEW SKOAL SNUS","GRANITE CITY","10.00","$502.85","$466.90","$35.58","7.08%","7.70%","$0.37","$35.17","$537.65","0.00","$0.00","$537.65"
"N/A","SKOAL SNUS MINT","7310000890","450","CHEW SKOAL SNUS","GRANITE CITY","35.00","$2258.85","$2099.95","$157.53","6.97%","7.57%","$1.37","$158.03","$2415.51","0.00","$0.00","$2415.51"
"N/A","WR 6MM CLEAR TREP BALL","1943601812","2","GLASS ACC","GLOBAL DIST","48.00","$3.98","$1.28","$2.70","67.84%","210.94%","$0.00","$0.28","$4.26","0.00","$0.00","$4.26"
"N/A","KAYAK LC GRAPE","3330000050","3","CHEW KAYAK","HENERY'S","7.00","$8.67","$6.99","$1.68","19.38%","24.03%","$0.00","$0.60","$9.27","0.00","$0.00","$9.27"
"N/A","KAYAK LC APPLE ","3330000054","2","CHEW KAYAK","HENERY'S","8.00","$5.78","$4.66","$1.12","19.38%","24.03%","$0.00","$0.40","$6.18","0.00","$0.00","$6.18"
"N/A","CAMEL SNUS MELLOW REG","1230000023","20","CHEW CAMEL SNUS","HENERY'S","5.00","$114.40","$106.60","$7.80","6.82%","7.32%","$0.00","$8.00","$122.40","0.00","$0.00","$122.40"
"N/A","CAMEL SNUS WINTERCHILL LARGE","1230000068","21","CHEW CAMEL SNUS","HENERY'S","9.00","$121.44","$113.98","$6.07","5.00%","6.55%","$1.39","$8.40","$128.45","0.00","$0.00","$128.45"
"N/A","CAMEL SNUS MINT REG","1230000088","235","CHEW CAMEL SNUS","GRANITE CITY","55.00","$1335.20","$1245.15","$90.05","6.74%","7.23%","$0.00","$93.47","$1428.67","0.00","$0.00","$1428.67"
"N/A","LONGHORN WINT POUCHES","6244649005","10","CHEW LONGHORN TIN","HENERY'S","20.00","$31.90","$17.20","$14.70","46.08%","85.47%","$0.00","$2.23","$34.13","0.00","$0.00","$34.13"
"N/A","LONGHORN LC WINT","6244640000","70","CHEW LONGHORN TIN","HENERY'S","25.00","$224.70","$190.60","$34.10","15.18%","17.89%","$0.00","$15.73","$240.43","0.00","$0.00","$240.43"
"N/A","LONGHORN LC MINT","6244644000","30","CHEW LONGHORN TIN","GRANITE CITY","10.00","$96.45","$88.00","$8.45","8.76%","9.60%","$0.00","$6.76","$103.21","0.00","$0.00","$103.21"
"N/A","LONGHORN FC NATURAL","6244641000","30","CHEW LONGHORN TIN","HENERY'S","5.00","$99.45","$91.80","$7.65","7.69%","8.33%","$0.00","$6.97","$106.42","0.00","$0.00","$106.42"
"N/A","LONGHORN LC STRAIGHT","6244642000","87","CHEW LONGHORN TIN","HENERY'S","28.00","$290.28","$249.78","$40.50","13.95%","16.21%","$0.00","$20.34","$310.62","0.00","$0.00","$310.62"
"N/A","GRIZZLY EXTRA LC NATURAL","4210000916","40","CHEW GRIZZLY","GRANITE CITY","10.00","$219.00","$206.00","$13.00","5.94%","6.31%","$0.00","$15.34","$234.34","0.00","$0.00","$234.34"
"N/A","ON COFFEE 8MG","5502200533","30","CHEW ON","HENERY'S","65.00","$104.20","$93.39","$10.81","10.37%","11.58%","$0.00","$7.29","$111.49","0.00","$0.00","$111.49"
"N/A","ON CITRUS 2MG","5502200520","5","CHEW ON","HENERY'S","35.00","$16.85","$15.50","$1.35","8.01%","8.71%","$0.00","$1.18","$18.03","0.00","$0.00","$18.03"
"N/A","ON MINT 2MG","5502200518","94","CHEW ON","HENERY'S","26.00","$320.06","$301.17","$17.55","5.48%","6.27%","$1.34","$22.32","$341.04","0.00","$0.00","$341.04"
